gene_identifier,symbol,log2FoldChange,lfcSE,pvalue,padj,baseMean
ENSMUSG00000038770,Kpna7,-0.4941337007504772,0.18006946301030025,0.006067182912411899,0.026232292664937262,3.6641480967905102
ENSMUSG00000030726,Pold3,-0.2418710691716682,0.08813928787713955,0.006066017244362775,0.026232292664937262,38.69568901102153
ENSMUSG00000086585,Gm16126,0.8035756848996541,0.2928335814776829,0.0060670073941774825,0.026232292664937262,1.2499535994432045
ENSMUSG00000087443,Ppp1r18os,0.9397480533721082,0.3425604718674001,0.006082405450841531,0.026292133900661048,0.7646087293971652
ENSMUSG00000050697,Prkaa1,-0.24190484452107622,0.08818274689335615,0.006083955309052246,0.02629285910936164,57.5978751613042
ENSMUSG00000068882,Ssb,0.1571264949982157,0.05728986893306722,0.00609441949943391,0.026327174627352148,241.61007237946538
ENSMUSG00000028556,Dock7,-0.28002289930040053,0.10209959869155545,0.0060946634282411085,0.026327174627352148,147.43488267635746
ENSMUSG00000025139,Tollip,-0.1454527568979912,0.05303924617953199,0.006099927255088749,0.02633795190667462,190.9769708033094
ENSMUSG00000097009,Gm26861,0.8103536183500357,0.2954869386609416,0.006098558415197425,0.02633795190667462,2.723851203456404
ENSMUSG00000037572,Wdhd1,-0.3702950992314674,0.13507444320349968,0.006117519425781577,0.026407916849573113,8.984982604625605
ENSMUSG00000114860,Gm49291,1.1185623273494887,0.4081781481808003,0.006136860154551448,0.02647980529024207,0.28663304995223593
ENSMUSG00000030401,Rtn2,0.22644480525549998,0.08263285212999436,0.006136956556175215,0.02647980529024207,176.63819137474053
ENSMUSG00000091472,Gm3739,-0.9875876648253612,0.3604076221071683,0.006140248262703466,0.02648800066885958,2.3989600042218933
